category,question,sub-question,answer,female,group,age
1,1,Encouraging,2,,40,
1,1,Educative,2,,40,
1,2,Relevant,1,,40,
1,2,Not Useful,2,,40,
1,2,Well Prepared,2,,40,
1,2,Boring,2,,40,
1,3,Good,1,,40,
1,3,Edifying,2,,40,
1,4,,2,,40,
2,5,,1,,40,
2,6,,2,,40,
2,7,,2,,40,
2,8,,2,,40,
2,9,,2,,40,
2,10,Widows,2,,40,
2,10,Widowers,2,,40,
2,10,Retirees,2,,40,
2,10,Single Parents,2,,40,
2,10,other,2,,40,
2,11,,1,,40,
2,12,,,,40,
2,13,,2,,40,
2,14,Christian education,3,,40,
2,14,Health Ministry,2,,40,
2,14,Deaf Ministry,2,,40,
2,14,Evangelism,2,,40,
2,14,Children Ministry,2,,40,
2,14,Choir Ministry,2,,40,
2,14,Ushering Ministry,2,,40,
2,15,,2,,40,
2,16,,2,,40,
2,17,,,,40,
1,1,A blessing,2,,40,
1,1,Encouraging,1,,40,
1,1,Educative,2,,40,
1,2,Relevant,2,,40,
1,2,Not Useful,2,,40,
1,2,Well Prepared,1,,40,
1,2,Boring,2,,40,
1,3,Good,1,,40,
1,3,Edifying,2,,40,
1,4,,2,,40,
2,5,,1,,40,
2,6,,3,,40,
2,7,,2,,40,
2,8,,2,,40,
2,9,,1,,40,
2,10,Widows,2,,40,
2,10,Widowers,2,,40,
2,10,Retirees,1,,40,
2,10,Single Parents,2,,40,
2,10,other,2,,40,
2,11,,1,,40,
2,12,,,,40,
2,13,,,,40,
2,14,Christian education,,,40,
2,14,Health Ministry,,,40,
2,14,Deaf Ministry,,,40,
2,14,Evangelism,,,40,
2,14,Children Ministry,,,40,
2,14,Choir Ministry,,,40,
2,14,Ushering Ministry,,,40,
2,15,,,,40,
2,16,,,,40,
2,17,,,,40,
1,1,A blessing,1,,35,
1,1,Encouraging,2,,35,
1,1,Educative,2,,35,
1,2,Relevant,2,,35,
1,2,Not Useful,2,,35,
1,2,Well Prepared,1,,35,
1,2,Boring,2,,35,
1,3,Good,1,,35,
1,3,Edifying,2,,35,
1,4,,1,,35,
2,5,,1,,35,
2,6,,1,,35,
2,7,,1,,35,
2,8,,1,,35,
2,9,,1,,35,
2,10,Widows,2,,35,
2,10,Widowers,2,,35,
2,10,Retirees,2,,35,
2,10,Single Parents,2,,35,
2,10,other,2,,35,
2,11,,1,,35,
2,12,,1,,35,
2,13,,1,,35,
2,14,Christian education,1,,35,
2,14,Health Ministry,1,,35,
2,14,Deaf Ministry,1,,35,
2,14,Evangelism,1,,35,
2,14,Children Ministry,1,,35,
2,14,Choir Ministry,1,,35,
2,14,Ushering Ministry,1,,35,
2,15,,1,,35,
2,16,,1,,35,
2,17,,,,35,
1,1,A blessing,1,FEMALE,40,women's guild
1,1,Encouraging,2,FEMALE,40,women's guild
1,1,Educative,2,FEMALE,40,women's guild
1,2,Relevant,2,FEMALE,40,women's guild
1,2,Not Useful,2,FEMALE,40,women's guild
1,2,Well Prepared,1,FEMALE,40,women's guild
1,2,Boring,2,FEMALE,40,women's guild
1,3,Good,2,FEMALE,40,women's guild
1,3,Edifying,1,FEMALE,40,women's guild
1,4,,2,FEMALE,40,women's guild
2,5,,1,FEMALE,40,women's guild
2,6,,1,FEMALE,40,women's guild
2,7,,3,FEMALE,40,women's guild
2,8,,2,FEMALE,40,women's guild
2,9,,1,FEMALE,40,women's guild
2,10,Widows,2,FEMALE,40,women's guild
2,10,Widowers,2,FEMALE,40,women's guild
2,10,Retirees,1,FEMALE,40,women's guild
2,10,Single Parents,2,FEMALE,40,women's guild
2,10,other,2,FEMALE,40,women's guild
2,11,,1,FEMALE,40,women's guild
2,12,,1,FEMALE,40,women's guild
2,13,,2,FEMALE,40,women's guild
2,14,Christian education,2,FEMALE,40,women's guild
2,14,Health Ministry,2,FEMALE,40,women's guild
2,14,Deaf Ministry,2,FEMALE,40,women's guild
2,14,Evangelism,2,FEMALE,40,women's guild
2,14,Children Ministry,1,FEMALE,40,women's guild
2,14,Choir Ministry,1,FEMALE,40,women's guild
2,14,Ushering Ministry,1,FEMALE,40,women's guild
2,15,,2,FEMALE,40,women's guild
2,16,,3,FEMALE,40,women's guild
2,17,,,FEMALE,40,women's guild
1,1,A blessing,1,male,54,PCMF
1,1,Encouraging,2,male,54,PCMF
1,1,Educative,2,male,54,PCMF
1,2,Relevant,2,male,54,PCMF
1,2,Not Useful,2,male,54,PCMF
1,2,Well Prepared,1,male,54,PCMF
1,2,Boring,2,male,54,PCMF
1,3,Good,1,male,54,PCMF
1,3,Edifying,2,male,54,PCMF
1,4,,2,male,54,PCMF
2,5,,1,male,54,PCMF
2,6,,2,male,54,PCMF
2,7,,2,male,54,PCMF
2,8,,1,male,54,PCMF
2,9,,1,male,54,PCMF
2,10,Widows,2,male,54,PCMF
2,10,Widowers,2,male,54,PCMF
2,10,Retirees,2,male,54,PCMF
2,10,Single Parents,2,male,54,PCMF
2,10,other,2,male,54,PCMF
2,11,,1,male,54,PCMF
2,12,,1,male,54,PCMF
2,13,,1,male,54,PCMF
2,14,Christian education,1,male,54,PCMF
2,14,Health Ministry,1,male,54,PCMF
2,14,Deaf Ministry,1,male,54,PCMF
2,14,Evangelism,1,male,54,PCMF
2,14,Children Ministry,1,male,54,PCMF
2,14,Choir Ministry,1,male,54,PCMF
2,14,Ushering Ministry,1,male,54,PCMF
2,15,,1,male,54,PCMF
2,16,,1,male,54,PCMF
2,17,,,male,54,PCMF
1,1,A blessing,2,male,40,Brigade
1,1,Encouraging,2,male,40,Brigade
1,1,Educative,1,male,40,Brigade
1,2,Relevant,2,male,40,Brigade
1,2,Not Useful,2,male,40,Brigade
1,2,Well Prepared,1,male,40,Brigade
1,2,Boring,2,male,40,Brigade
1,3,Good,1,male,40,Brigade
1,3,Edifying,2,male,40,Brigade
1,4,,1,male,40,Brigade
2,5,,1,male,40,Brigade
2,6,,2,male,40,Brigade
2,7,,2,male,40,Brigade
2,8,,1,male,40,Brigade
2,9,,1,male,40,Brigade
2,10,Widows,1,male,40,Brigade
2,10,Widowers,1,male,40,Brigade
2,10,Retirees,1,male,40,Brigade
2,10,Single Parents,1,male,40,Brigade
2,10,other,1,male,40,Brigade
2,11,,1,male,40,Brigade
2,12,,1,male,40,Brigade
2,13,,1,male,40,Brigade
2,14,Christian education,1,male,40,Brigade
2,14,Health Ministry,1,male,40,Brigade
2,14,Deaf Ministry,1,male,40,Brigade
2,14,Evangelism,1,male,40,Brigade
2,14,Children Ministry,2,male,40,Brigade
2,14,Choir Ministry,2,male,40,Brigade
2,14,Ushering Ministry,2,male,40,Brigade
2,15,,1,male,40,Brigade
2,16,,1,male,40,Brigade
2,17,,,male,40,Brigade
1,1,A blessing,1,female,33,
1,1,Encouraging,1,female,33,
1,1,Educative,1,female,33,
1,2,Relevant,1,female,33,
1,2,Not Useful,2,female,33,
1,2,Well Prepared,1,female,33,
1,2,Boring,2,female,33,
1,3,Good,2,female,33,
1,3,Edifying,1,female,33,
1,4,,1,female,33,
2,5,,1,female,33,
2,6,,1,female,33,
2,7,,1,female,33,
2,8,,,female,33,
2,9,,1,female,33,
2,10,Widows,1,female,33,
2,10,Widowers,1,female,33,
2,10,Retirees,1,female,33,
2,10,Single Parents,1,female,33,
2,10,other,1,female,33,
2,11,,1,female,33,
2,12,,1,female,33,
2,13,,1,female,33,
2,14,Christian education,1,female,33,
2,14,Health Ministry,2,female,33,
2,14,Deaf Ministry,2,female,33,
2,14,Evangelism,1,female,33,
2,14,Children Ministry,1,female,33,
2,14,Choir Ministry,1,female,33,
2,14,Ushering Ministry,1,female,33,
2,15,,1,female,33,
2,16,,2,female,33,
2,17,,,female,33,
1,1,A blessing,1,,,
1,1,Encouraging,2,,,
1,1,Educative,2,,,
1,2,Relevant,2,,,
1,2,Not Useful,2,,,
1,2,Well Prepared,1,,,
1,2,Boring,2,,,
1,3,Good,1,,,
1,3,Edifying,2,,,
1,4,,1,,,
2,5,,1,,,
2,6,,,,,
2,7,,1,,,
2,8,,1,,,
2,9,,2,,,
2,10,Widows,,,,
2,10,Widowers,,,,
2,10,Retirees,,,,
2,10,Single Parents,,,,
2,10,other,,,,
2,11,,1,,,
2,12,,,,,
2,13,,,,,
2,14,Christian education,,,,
2,14,Health Ministry,,,,
2,14,Deaf Ministry,,,,
2,14,Evangelism,,,,
2,14,Children Ministry,,,,
2,14,Choir Ministry,,,,
2,14,Ushering Ministry,,,,
2,15,,,,,
2,16,,,,,
2,17,,,,,
1,1,A blessing,1,,,
1,1,Encouraging,2,,,
1,1,Educative,2,,,
1,2,Relevant,2,,,
1,2,Not Useful,2,,,
1,2,Well Prepared,1,,,
1,2,Boring,2,,,
1,3,Good,2,,,
1,3,Edifying,1,,,
1,4,,1,,,
1,1,A blessing,1,female,46,women's guild
1,1,Encouraging,1,female,46,women's guild
1,1,Educative,2,female,46,women's guild
1,2,Relevant,2,female,46,women's guild
1,2,Not Useful,2,female,46,women's guild
1,2,Well Prepared,1,female,46,women's guild
1,2,Boring,1,female,46,women's guild
1,3,Good,1,female,46,women's guild
1,3,Edifying,1,female,46,women's guild
1,4,,2,female,46,women's guild
2,5,,1,female,46,women's guild
2,6,,2,female,46,women's guild
2,7,,1,female,46,women's guild
2,8,,1,female,46,women's guild
2,9,,2,female,46,women's guild
2,10,Widows,2,female,46,women's guild
2,10,Widowers,2,female,46,women's guild
2,10,Retirees,1,female,46,women's guild
2,10,Single Parents,2,female,46,women's guild
2,10,other,2,female,46,women's guild
2,11,,1,female,46,women's guild
2,12,,1,female,46,women's guild
2,13,,2,female,46,women's guild
2,14,Christian education,1,female,46,women's guild
2,14,Health Ministry,1,female,46,women's guild
2,14,Deaf Ministry,1,female,46,women's guild
2,14,Evangelism,1,female,46,women's guild
2,14,Children Ministry,1,female,46,women's guild
2,14,Choir Ministry,1,female,46,women's guild
2,14,Ushering Ministry,1,female,46,women's guild
2,15,,2,female,46,women's guild
2,16,,2,female,46,women's guild
2,17,,,,,
