category,question,sub-question,answer,female,group,age
1,1,blessing,1,female,,
1,1,Encouraging,2,female,,
1,1,Educative,2,female,,
1,2,Relevant,2,female,,
1,2,Not Useful,2,female,,
1,2,Well Prepared,1,female,,
1,2,Boring,2,female,,
1,3,Good,1,female,,
1,3,Edifying,2,female,,
1,4,,1,female,,
2,5,,1,female,,
2,6,,1,female,,
2,7,,1,female,,
2,8,,1,female,,
2,9,,1,female,,
2,10,Widows,1,female,,
2,10,Widowers,2,female,,
2,10,Retirees,1,female,,
2,10,Single Parents,1,female,,
2,10,other,2,female,,
2,11,,1,female,,
2,12,,1,female,,
2,13,,1,female,,
2,14,Christian education,1,female,,
2,14,Health Ministry,1,female,,
2,14,Deaf Ministry,1,female,,
2,14,Evangelism,1,female,,
2,14,Children Ministry,1,female,,
2,14,Choir Ministry,1,female,,
2,14,Ushering Ministry,1,female,,
2,15,,1,female,,
2,16,,2,female,,
2,17,,,female,,
1,1,blessing,1,male,,34
1,1,Encouraging,2,male,,34
1,1,Educative,2,male,,34
1,2,Relevant,2,male,,34
1,2,Not Useful,2,male,,34
1,2,Well Prepared,1,male,,34
1,2,Boring,2,male,,34
1,3,Good,1,male,,34
1,3,Edifying,2,male,,34
1,4,,2,male,,34
2,5,,1,male,,34
2,6,,1,male,,34
2,7,,1,male,,34
2,8,,1,male,,34
2,9,,1,male,,34
2,10,Widows,1,male,,34
2,10,Widowers,1,male,,34
2,10,Retirees,1,male,,34
2,10,Single Parents,1,male,,34
2,10,other,1,male,,34
2,11,,1,male,,34
2,12,,1,male,,34
2,13,,1,male,,34
2,14,Christian education,1,male,,34
2,14,Health Ministry,1,male,,34
2,14,Deaf Ministry,1,male,,34
2,14,Evangelism,1,male,,34
2,14,Children Ministry,1,male,,34
2,14,Choir Ministry,1,male,,34
2,14,Ushering Ministry,1,male,,34
2,15,,1,male,,34
2,16,,1,male,,34
2,17,,,male,,34
1,1,blessing,1,female,,40
1,1,Encouraging,2,female,,40
1,1,Educative,2,female,,40
1,2,Relevant,2,female,,40
1,2,Not Useful,2,female,,40
1,2,Well Prepared,1,female,,40
1,2,Boring,2,female,,40
1,3,Good,1,female,,40
1,3,Edifying,2,female,,40
1,4,,2,female,,40
2,5,,2,female,,40
2,6,,2,female,,40
2,7,,3,female,,40
2,8,,1,female,,40
2,9,,2,female,,40
2,10,Widows,2,female,,40
2,10,Widowers,2,female,,40
2,10,Retirees,2,female,,40
2,10,Single Parents,2,female,,40
2,10,other,2,female,,40
2,11,,1,female,,40
2,12,,1,female,,40
2,13,,3,female,,40
2,14,Christian education,1,female,,40
2,14,Health Ministry,1,female,,40
2,14,Deaf Ministry,3,female,,40
2,14,Evangelism,2,female,,40
2,14,Children Ministry,2,female,,40
2,14,Choir Ministry,1,female,,40
2,14,Ushering Ministry,1,female,,40
2,15,,2,female,,40
2,16,,2,female,,40
2,17,,,female,,40
1,1,blessing,1,female,,26
1,1,Encouraging,1,female,,26
1,1,Educative,2,female,,26
1,2,Relevant,2,female,,26
1,2,Not Useful,2,female,,26
1,2,Well Prepared,1,female,,26
1,2,Boring,2,female,,26
1,3,Good,1,female,,26
1,3,Edifying,2,female,,26
1,4,,2,female,,26
2,5,,2,female,,26
2,6,,2,female,,26
2,7,,2,female,,26
2,8,,2,female,,26
2,9,,1,female,,26
2,10,Widows,2,female,,26
2,10,Widowers,2,female,,26
2,10,Retirees,2,female,,26
2,10,Single Parents,2,female,,26
2,10,other,2,female,,26
2,11,,1,female,,26
2,12,,1,female,,26
2,13,,2,female,,26
2,14,Christian education,2,female,,26
2,14,Health Ministry,1,female,,26
2,14,Deaf Ministry,1,female,,26
2,14,Evangelism,2,female,,26
2,14,Children Ministry,2,female,,26
2,14,Choir Ministry,1,female,,26
2,14,Ushering Ministry,1,female,,26
2,15,,1,female,,26
2,16,,2,female,,26
2,17,,,female,,26
